grade,link,zknives_maker,cc,zknives_country,db_standard,db_country,db_type,issues
X130W5,https://zknives.com/knives/steels/x130w5.shtml,,US,США,"DIN X130W5, Германия",Германия,government,country_mismatch
1.2453,https://zknives.com/knives/steels/1.2453.shtml,,US,США,"DIN 1.2453, Германия",Германия,government,country_mismatch
SKS11,https://zknives.com/knives/steels/sks11.shtml,,US,США,,,,missing_standard
19714,https://zknives.com/knives/steels/19714.shtml,,US,США,,,,missing_standard
KHV4F,https://zknives.com/knives/steels/khv4f.shtml,,US,США,,,,missing_standard
XV4F,https://zknives.com/knives/steels/xv4f.shtml,,US,США,,,,missing_standard
KHV4,https://zknives.com/knives/steels/khv4.shtml,,US,США,,,,missing_standard
XB4,https://zknives.com/knives/steels/xb4.shtml,,US,США,,,,missing_standard
BFS,https://zknives.com/knives/steels/bfs.shtml,,US,США,,,,missing_standard
K-W,https://zknives.com/knives/steels/k-w.shtml,,US,США,,,,missing_standard
Double Special F2,https://zknives.com/knives/steels/double_special_f2.shtml,,US,США,"Double Special F2, США",США,proprietary,expected_government_got_proprietary
GM11,https://zknives.com/knives/steels/gm11.shtml,,US,США,,,,missing_standard
CW3,https://zknives.com/knives/steels/cw3.shtml,,US,США,,,,missing_standard
Double Feature F2,https://zknives.com/knives/steels/double_feature_f2.shtml,,US,США,"Double Feature F2, США",США,proprietary,expected_government_got_proprietary
Ken F2,https://zknives.com/knives/steels/ken_f2.shtml,,US,США,"Ken F2, Япония",Япония,proprietary,country_mismatch;expected_government_got_proprietary
SS511,https://zknives.com/knives/steels/ss511.shtml,,US,США,,,,missing_standard
O Extra,https://zknives.com/knives/steels/o_extra.shtml,,US,США,"O Extra, Япония",Япония,proprietary,country_mismatch;expected_government_got_proprietary
Saturn,https://zknives.com/knives/steels/saturn.shtml,,US,США,,,,missing_standard
Colonial4,https://zknives.com/knives/steels/colonial4.shtml,,US,США,,,,missing_standard
Colonial No. 4,https://zknives.com/knives/steels/colonial_no._4.shtml,,US,США,"Colonial No. 4, США",США,proprietary,expected_government_got_proprietary
F8,https://zknives.com/knives/steels/f8.shtml,,US,США,,,,missing_standard
Silvanite,https://zknives.com/knives/steels/silvanite.shtml,,US,США,,,,missing_standard
UHB 15LM,https://zknives.com/knives/steels/uhb_15lm.shtml,Bohler-Uddeholm,SE,Швеция,"UHB 15LM, Швеция",Швеция,proprietary,maker_mismatch
R9,https://zknives.com/knives/steels/r9.shtml,,RU,Россия,"Р9, Россия",Россия,proprietary,expected_government_got_proprietary
422992,https://zknives.com/knives/steels/422992.shtml,,RU,Россия,,,,missing_standard
R12,https://zknives.com/knives/steels/r12.shtml,,RU,Россия,"Р12, Россия",Россия,proprietary,expected_government_got_proprietary
52100Mod1,https://zknives.com/knives/steels/52100mod1.shtml,,US,США,,,,missing_standard
52100Mod2,https://zknives.com/knives/steels/52100mod2.shtml,,US,США,,,,missing_standard
SHKH20SG,https://zknives.com/knives/steels/shkh20sg.shtml,,US,США,"СНКН20СГ, Россия",Россия,proprietary,country_mismatch;expected_government_got_proprietary
SHH20SG,https://zknives.com/knives/steels/shh20sg.shtml,,US,США,,,,missing_standard
52100Mod3,https://zknives.com/knives/steels/52100mod3.shtml,,US,США,,,,missing_standard
52100Mod4,https://zknives.com/knives/steels/52100mod4.shtml,,US,США,,,,missing_standard
400C,https://zknives.com/knives/steels/400c.shtml,,US,США,,,,missing_standard
F1,https://zknives.com/knives/steels/f1.shtml,,US,США,,,,missing_standard
120W4,https://zknives.com/knives/steels/120w4.shtml,,US,США,,,,missing_standard
1.2414,https://zknives.com/knives/steels/1.2414.shtml,,US,США,"DIN 1.2414, Германия",Германия,government,country_mismatch
SKS21,https://zknives.com/knives/steels/sks21.shtml,,US,США,,,,missing_standard
BF1,https://zknives.com/knives/steels/bf1.shtml,,US,США,,,,missing_standard
W,https://zknives.com/knives/steels/w.shtml,,US,США,,,,missing_standard
19710,https://zknives.com/knives/steels/19710.shtml,,US,США,,,,missing_standard
K406,https://zknives.com/knives/steels/k406.shtml,,US,США,"Bohler, Австрия",Австрия,proprietary,country_mismatch;expected_government_got_proprietary
Berkshire,https://zknives.com/knives/steels/berkshire.shtml,,US,США,,,,missing_standard
Champion Extra,https://zknives.com/knives/steels/champion_extra.shtml,,US,США,"Champion Extra, США",США,proprietary,expected_government_got_proprietary
GM21,https://zknives.com/knives/steels/gm21.shtml,,US,США,,,,missing_standard
GM71,https://zknives.com/knives/steels/gm71.shtml,,US,США,,,,missing_standard
Meteor,https://zknives.com/knives/steels/meteor.shtml,,US,США,,,,missing_standard
WS1,https://zknives.com/knives/steels/ws1.shtml,,US,США,,,,missing_standard
WT,https://zknives.com/knives/steels/wt.shtml,,US,США,,,,missing_standard
SPS,https://zknives.com/knives/steels/sps.shtml,,US,США,,,,missing_standard
2414,https://zknives.com/knives/steels/2414.shtml,,US,США,"GOST 2414, Россия",Россия,government,country_mismatch
Para,https://zknives.com/knives/steels/para.shtml,,US,США,,,,missing_standard
M2HC,https://zknives.com/knives/steels/m2hc.shtml,Latrobe,US,США,,,,missing_standard
NiTiNOL60,https://zknives.com/knives/steels/nitinol60.shtml,Crucible,US,США,,,,missing_standard
NiTiNOL,https://zknives.com/knives/steels/nitinol.shtml,Crucible,US,США,,,,missing_standard
SM-100,https://zknives.com/knives/steels/sm-100.shtml,Crucible,US,США,"Summit Materials, США",США,proprietary,maker_mismatch
HS97R,https://zknives.com/knives/steels/hs97r.shtml,Hitachi,JP,Япония,,,,missing_standard
H13,https://zknives.com/knives/steels/h13.shtml,Daido,US,США,"AISI H13, США",США,government,expected_proprietary_got_government
X40CrMoV51,https://zknives.com/knives/steels/x40crmov51.shtml,Daido,US,США,"DIN X40CRMOV51, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.2344,https://zknives.com/knives/steels/1.2344.shtml,Daido,US,США,"DIN 1.2344, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
X40CrMoV5-1,https://zknives.com/knives/steels/x40crmov5-1.shtml,Daido,US,США,"DIN 1.2379, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
SKD61,https://zknives.com/knives/steels/skd61.shtml,Daido,US,США,,,,missing_standard
2242,https://zknives.com/knives/steels/2242.shtml,Daido,US,США,,,,missing_standard
2214,https://zknives.com/knives/steels/2214.shtml,Daido,US,США,"GOST 2214, Россия",Россия,government,country_mismatch;expected_proprietary_got_government
X40CrMoV5,https://zknives.com/knives/steels/x40crmov5.shtml,Daido,US,США,"DIN X40CRMOV5, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
Z40CDV5,https://zknives.com/knives/steels/z40cdv5.shtml,Daido,US,США,,,,missing_standard
BH13,https://zknives.com/knives/steels/bh13.shtml,Daido,US,США,,,,missing_standard
2344,https://zknives.com/knives/steels/2344.shtml,Daido,US,США,,,,missing_standard
X40CrMoV511KU,https://zknives.com/knives/steels/x40crmov511ku.shtml,Daido,US,США,,,,missing_standard
X35CrMoV05KU,https://zknives.com/knives/steels/x35crmov05ku.shtml,Daido,US,США,,,,missing_standard
UD14,https://zknives.com/knives/steels/ud14.shtml,Daido,US,США,,,,missing_standard
4Cr5MoSiV1,https://zknives.com/knives/steels/4cr5mosiv1.shtml,Daido,US,США,,,,missing_standard
4Cr5MoVSi,https://zknives.com/knives/steels/4cr5movsi.shtml,Daido,US,США,,,,missing_standard
19554,https://zknives.com/knives/steels/19554.shtml,Daido,US,США,,,,missing_standard
C.4753,https://zknives.com/knives/steels/c.4753.shtml,Daido,US,США,,,,missing_standard
4KH5MFS,https://zknives.com/knives/steels/4kh5mfs.shtml,Daido,US,США,,,,missing_standard
4KH5MF1S,https://zknives.com/knives/steels/4kh5mf1s.shtml,Daido,US,США,,,,missing_standard
4X5MFS,https://zknives.com/knives/steels/4x5mfs.shtml,Daido,US,США,,,,missing_standard
4X5MF1S,https://zknives.com/knives/steels/4x5mf1s.shtml,Daido,US,США,,,,missing_standard
4CH5MF1S,https://zknives.com/knives/steels/4ch5mf1s.shtml,Daido,US,США,,,,missing_standard
T20813,https://zknives.com/knives/steels/t20813.shtml,Daido,US,США,"UNS T20813, США",США,government,expected_proprietary_got_government
40VSiMoCr52,https://zknives.com/knives/steels/40vsimocr52.shtml,Daido,US,США,,,,missing_standard
MoVC50.13,https://zknives.com/knives/steels/movc50.13.shtml,Daido,US,США,,,,missing_standard
WCLV,https://zknives.com/knives/steels/wclv.shtml,Daido,US,США,,,,missing_standard
L40H5MF,https://zknives.com/knives/steels/l40h5mf.shtml,Daido,US,США,,,,missing_standard
K13,https://zknives.com/knives/steels/k13.shtml,Daido,US,США,"Bohler, Австрия",Австрия,proprietary,country_mismatch;maker_mismatch
K13K,https://zknives.com/knives/steels/k13k.shtml,Daido,US,США,,,,missing_standard
XT35Cr5MoV1,https://zknives.com/knives/steels/xt35cr5mov1.shtml,Daido,US,США,,,,missing_standard
STD61,https://zknives.com/knives/steels/std61.shtml,Daido,US,США,,,,missing_standard
QDA61,https://zknives.com/knives/steels/qda61.shtml,Daido,US,США,,,,missing_standard
Ervacks,https://zknives.com/knives/steels/ervacks.shtml,Daido,US,США,,,,missing_standard
PotomacM,https://zknives.com/knives/steels/potomacm.shtml,Daido,US,США,,,,missing_standard
Dica B Vanadium,https://zknives.com/knives/steels/dica_b_vanadium.shtml,Daido,US,США,,,,missing_standard
8407 2M,https://zknives.com/knives/steels/8407_2m.shtml,Daido,US,США,,,,missing_standard
8407 Supreme,https://zknives.com/knives/steels/8407_supreme.shtml,Daido,US,США,"8407 Supreme, Япония",Япония,proprietary,country_mismatch;maker_mismatch
Molex #13,https://zknives.com/knives/steels/molex_!13.shtml,Daido,US,США,"Molex, США",США,proprietary,maker_mismatch
SMV4S,https://zknives.com/knives/steels/smv4s.shtml,Daido,US,США,,,,missing_standard
DH13,https://zknives.com/knives/steels/dh13.shtml,Daido,US,США,,,,missing_standard
BE2344M,https://zknives.com/knives/steels/be2344m.shtml,Daido,US,США,,,,missing_standard
W302 ISODISC,https://zknives.com/knives/steels/w302_isodisc.shtml,Daido,US,США,,,,missing_standard
W302,https://zknives.com/knives/steels/w302.shtml,Daido,US,США,,,,missing_standard
Orvar 2M,https://zknives.com/knives/steels/orvar_2m.shtml,Daido,US,США,"Orvar 2M, Швеция",Швеция,proprietary,country_mismatch;maker_mismatch
Dievar,https://zknives.com/knives/steels/dievar.shtml,Daido,US,США,,,,missing_standard
Orvar Supreme,https://zknives.com/knives/steels/orvar_supreme.shtml,Daido,US,США,"Orvar Supreme, Швеция",Швеция,proprietary,country_mismatch;maker_mismatch
B44,https://zknives.com/knives/steels/b44.shtml,Daido,US,США,,,,missing_standard
BA3G,https://zknives.com/knives/steels/ba3g.shtml,Daido,US,США,,,,missing_standard
BA5V EFS,https://zknives.com/knives/steels/ba5v_efs.shtml,Daido,US,США,,,,missing_standard
BA5V ESU,https://zknives.com/knives/steels/ba5v_esu.shtml,Daido,US,США,,,,missing_standard
Conqueror,https://zknives.com/knives/steels/conqueror.shtml,Daido,US,США,,,,missing_standard
883,https://zknives.com/knives/steels/883.shtml,Daido,US,США,,,,missing_standard
Carrs 53S,https://zknives.com/knives/steels/carrs_53s.shtml,Daido,US,США,"Carrs, Великобритания",Великобритания,proprietary,country_mismatch;maker_mismatch
Carrs 53SR,https://zknives.com/knives/steels/carrs_53sr.shtml,Daido,US,США,"Carrs, США",США,proprietary,maker_mismatch
DHA1,https://zknives.com/knives/steels/dha1.shtml,Daido,US,США,"Daido, Япония",Япония,proprietary,country_mismatch
DHA-1A,https://zknives.com/knives/steels/dha-1a.shtml,Daido,US,США,,,,missing_standard
DHA31S,https://zknives.com/knives/steels/dha31s.shtml,Daido,US,США,,,,missing_standard
DAP DHA1,https://zknives.com/knives/steels/dap_dha1.shtml,Daido,US,США,,,,missing_standard
Master1,https://zknives.com/knives/steels/master1.shtml,Daido,US,США,,,,missing_standard
ES245W,https://zknives.com/knives/steels/es245w.shtml,Daido,US,США,,,,missing_standard
ES245W ESR,https://zknives.com/knives/steels/es245w_esr.shtml,Daido,US,США,,,,missing_standard
YTR5,https://zknives.com/knives/steels/ytr5.shtml,Daido,US,США,,,,missing_standard
VAL102,https://zknives.com/knives/steels/val102.shtml,Daido,US,США,,,,missing_standard
DC Die Steel,https://zknives.com/knives/steels/dc_die_steel.shtml,Daido,US,США,,,,missing_standard
DC,https://zknives.com/knives/steels/dc.shtml,Daido,US,США,,,,missing_standard
GGD-H13,https://zknives.com/knives/steels/ggd-h13.shtml,Daido,US,США,,,,missing_standard
EX2 Victory,https://zknives.com/knives/steels/ex2_victory.shtml,Daido,US,США,,,,missing_standard
HYH13,https://zknives.com/knives/steels/hyh13.shtml,Daido,US,США,,,,missing_standard
DAC,https://zknives.com/knives/steels/dac.shtml,Daido,US,США,"Hitachi, Япония",Япония,proprietary,country_mismatch;maker_mismatch
FDAC,https://zknives.com/knives/steels/fdac.shtml,Daido,US,США,,,,missing_standard
DAC Magic,https://zknives.com/knives/steels/dac_magic.shtml,Daido,US,США,"DAC Magic, США",США,proprietary,maker_mismatch
DK61,https://zknives.com/knives/steels/dk61.shtml,Daido,US,США,,,,missing_standard
USD,https://zknives.com/knives/steels/usd.shtml,Daido,US,США,,,,missing_standard
KTD2,https://zknives.com/knives/steels/ktd2.shtml,Daido,US,США,,,,missing_standard
VDC,https://zknives.com/knives/steels/vdc.shtml,Daido,US,США,,,,missing_standard
VDC-MQ,https://zknives.com/knives/steels/vdc-mq.shtml,Daido,US,США,,,,missing_standard
VDC-RF,https://zknives.com/knives/steels/vdc-rf.shtml,Daido,US,США,,,,missing_standard
Viscount,https://zknives.com/knives/steels/viscount.shtml,Daido,US,США,,,,missing_standard
LO-W 2344,https://zknives.com/knives/steels/lo-w_2344.shtml,Daido,US,США,,,,missing_standard
ESKYOS2344,https://zknives.com/knives/steels/eskyos2344.shtml,Daido,US,США,,,,missing_standard
HD21AX,https://zknives.com/knives/steels/hd21ax.shtml,Daido,US,США,,,,missing_standard
HDS61,https://zknives.com/knives/steels/hds61.shtml,Daido,US,США,,,,missing_standard
KDA,https://zknives.com/knives/steels/kda.shtml,Daido,US,США,,,,missing_standard
KAP90F,https://zknives.com/knives/steels/kap90f.shtml,Daido,US,США,,,,missing_standard
NKD61,https://zknives.com/knives/steels/nkd61.shtml,Daido,US,США,,,,missing_standard
EPS51V,https://zknives.com/knives/steels/eps51v.shtml,Daido,US,США,,,,missing_standard
TLI,https://zknives.com/knives/steels/tli.shtml,Daido,US,США,,,,missing_standard
TLIG,https://zknives.com/knives/steels/tlig.shtml,Daido,US,США,,,,missing_standard
TLI EFS,https://zknives.com/knives/steels/tli_efs.shtml,Daido,US,США,"TLI EFS, США",США,proprietary,maker_mismatch
Firechrome,https://zknives.com/knives/steels/firechrome.shtml,Daido,US,США,,,,missing_standard
Firechrome 44,https://zknives.com/knives/steels/firechrome_44.shtml,Daido,US,США,"Firechrome 44, США",США,proprietary,maker_mismatch
RD61,https://zknives.com/knives/steels/rd61.shtml,Daido,US,США,,,,missing_standard
RDC-2V,https://zknives.com/knives/steels/rdc-2v.shtml,Daido,US,США,,,,missing_standard
QD61,https://zknives.com/knives/steels/qd61.shtml,Daido,US,США,,,,missing_standard
QDH,https://zknives.com/knives/steels/qdh.shtml,Daido,US,США,,,,missing_standard
QDN,https://zknives.com/knives/steels/qdn.shtml,Daido,US,США,,,,missing_standard
